,session,dropout,day,game,round,gameId,player,action,opp_action,payoff,total_time,time
320472,1pm,False,18,1,1,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,5.1770000000000005,5.189
320473,1pm,False,18,1,1,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,5.7829999999999995,5.795
320474,1pm,False,18,1,2,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,8.594,1.775
320475,1pm,False,18,1,2,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,8.566,1.7469999999999999
320476,1pm,False,18,1,3,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,11.843,1.262
320477,1pm,False,18,1,3,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,11.720999999999998,1.14
320478,1pm,False,18,1,4,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,15.104000000000001,1.3969999999999998
320479,1pm,False,18,1,4,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,14.842,1.135
320480,1pm,False,18,1,5,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,18.958,0.826
320481,1pm,False,18,1,5,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,19.042,0.91
320482,1pm,False,18,1,6,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,21.71,1.0170000000000001
320483,1pm,False,18,1,6,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,21.72,1.0270000000000001
320484,1pm,False,18,1,7,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,24.706999999999997,1.0190000000000001
320485,1pm,False,18,1,7,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,24.776,1.088
320486,1pm,False,18,1,8,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,28.564,0.635
320487,1pm,False,18,1,8,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,28.715999999999998,0.787
320488,1pm,False,18,1,9,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,1,1,5,31.752,0.978
320489,1pm,False,18,1,9,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,1,5,31.725,0.951
320490,1pm,False,18,1,10,FsC8dkvP5SZiuNbcD,GwfkQ6SGEuBj2RMoW,0,1,7,34.863,1.188
320491,1pm,False,18,1,10,FsC8dkvP5SZiuNbcD,xH8gnN6xZ9tWFkmrD,1,0,1,34.734,1.0590000000000002
320492,1pm,False,18,1,1,cbom3ZjTD23BbN8da,58iSZSetxTXhF5hrB,1,1,5,6.653,6.669
320493,1pm,False,18,1,1,cbom3ZjTD23BbN8da,XSxvHwwNwBfusdi6R,1,1,5,6.669,6.685
