,session,dropout,day,game,round,gameId,player,action,opp_action,payoff,total_time,time
77696,3pm,False,5,1,1,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,5.631,6.315
77697,3pm,True,5,1,1,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,6.1,6.784
77698,3pm,False,5,1,2,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,7.752000000000001,1.456
77699,3pm,True,5,1,2,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,7.675,1.379
77700,3pm,False,5,1,3,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,9.296,1.058
77701,3pm,True,5,1,3,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,9.095,0.857
77702,3pm,True,5,1,4,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,13.128,0.84
77703,3pm,False,5,1,4,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,13.222999999999999,0.935
77704,3pm,True,5,1,5,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,15.014000000000001,1.004
77705,3pm,False,5,1,5,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,15.119000000000002,1.109
77706,3pm,False,5,1,6,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,18.119,0.961
77707,3pm,True,5,1,6,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,17.805999999999997,0.648
77708,3pm,False,5,1,7,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,22.031999999999996,1.141
77709,3pm,True,5,1,7,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,22.026999999999997,1.136
77710,3pm,False,5,1,8,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,25.596999999999998,1.4769999999999999
77711,3pm,True,5,1,8,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,25.006999999999998,0.887
77712,3pm,False,5,1,9,N6KS9B8eAqrqARNRG,KMjaB4v47Fwffqriy,1,1,5,32.022,1.679
77713,3pm,True,5,1,9,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,1,1,5,31.4,1.057
77714,3pm,True,5,1,10,N6KS9B8eAqrqARNRG,EAYCNB3JPXofxdCgd,0,1,7,35.246,1.194
