session,dropout,day,game,round,gameId,player,action,opp_action,payoff,total_time,time
3pm,FALSE,1,6,10,SjmngwNBKQK62Bncy,m2qCcsBQ5PodLDdSa,1,1,5,56.107,2.384
3pm,FALSE,1,6,10,SjmngwNBKQK62Bncy,YnGSLr6Dq87b6nX9F,1,1,5,54.738,1.015
3pm,FALSE,1,6,1,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,6.138,6.156
3pm,FALSE,1,6,1,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,7.86,7.878
3pm,FALSE,1,6,2,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,12.78,2
3pm,FALSE,1,6,2,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,12.927,2.147
3pm,FALSE,1,6,3,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,16.319,0.532
3pm,FALSE,1,6,3,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,17.789,2.002
3pm,FALSE,1,6,4,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,25.993,5.925
3pm,FALSE,1,6,4,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,21.179,1.111
3pm,FALSE,1,6,5,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,32.861,3.461
3pm,FALSE,1,6,5,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,32.868,3.468
3pm,FALSE,1,6,6,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,38.131,0.354
3pm,FALSE,1,6,6,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,40.786,3.009
3pm,FALSE,1,6,7,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,46.269,1.573
3pm,FALSE,1,6,7,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,46.198,1.502
3pm,FALSE,1,6,8,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,1,5,64.144,11.362
3pm,FALSE,1,6,8,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,1,1,5,55.958,3.176
3pm,FALSE,1,6,9,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,0,1,7,70.913,2.523
3pm,FALSE,1,6,9,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,0,1,69.883,1.493
3pm,FALSE,1,6,10,u7T6hGJ8beBzmFnvZ,pmZwmTAc4jasd5MsF,1,0,1,77.051,5.674
3pm,FALSE,1,6,10,u7T6hGJ8beBzmFnvZ,KDajqFq67D4HmjgFi,0,1,7,72.791,1.414
3pm,FALSE,1,6,1,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,7.323,7.349
3pm,FALSE,1,6,1,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,5.206,5.232
3pm,FALSE,1,6,2,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,11.944,1.244
3pm,FALSE,1,6,2,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,12.962,2.262
3pm,FALSE,1,6,3,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,17.544,1.462
3pm,FALSE,1,6,3,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,17.08,0.998
3pm,FALSE,1,6,4,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,21.996,1.372
3pm,FALSE,1,6,4,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,21.992,1.368
3pm,FALSE,1,6,5,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,26.96,1.191
3pm,FALSE,1,6,5,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,27.198,1.429
3pm,FALSE,1,6,6,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,32.504,0.481
3pm,FALSE,1,6,6,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,32.069,0.046
3pm,FALSE,1,6,7,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,38.902,1.005
3pm,FALSE,1,6,7,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,39.157,1.26
3pm,FALSE,1,6,8,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,44.993,1.64
3pm,FALSE,1,6,8,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,44.198,0.845
3pm,FALSE,1,6,9,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,50.381,1.126
3pm,FALSE,1,6,9,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,50.164,0.909
3pm,FALSE,1,6,10,Mva9yPoepWoGkTidJ,3bwXhLyfxfFpnNaxY,1,1,5,55.121,0.019
3pm,FALSE,1,6,10,Mva9yPoepWoGkTidJ,8MA6Hc3GAcbHz3R6A,1,1,5,55.496,0.394
3pm,FALSE,1,6,1,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,6.782,6.8
3pm,FALSE,1,6,1,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,6.305,6.323
3pm,FALSE,1,6,2,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,11.95,3.1
3pm,FALSE,1,6,2,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,10.692,1.842
3pm,FALSE,1,6,3,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,16.797,1.714
3pm,FALSE,1,6,3,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,18.654,3.571
3pm,FALSE,1,6,4,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,22.079,1.203
3pm,FALSE,1,6,4,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,23.193,2.317
3pm,FALSE,1,6,5,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,33.065,5.244
3pm,FALSE,1,6,5,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,29.789,1.968
3pm,FALSE,1,6,6,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,39.16,0.89
3pm,FALSE,1,6,6,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,40.654,2.384
3pm,FALSE,1,6,7,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,47.405,1.63
3pm,FALSE,1,6,7,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,46.958,1.183
3pm,FALSE,1,6,8,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,54.953,2.645
3pm,FALSE,1,6,8,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,54.96,2.652
3pm,FALSE,1,6,9,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,1,5,60.957,2.447
3pm,FALSE,1,6,9,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,1,1,5,60.653,2.143
3pm,FALSE,1,6,10,CY4xBm23ZM5KKBY6h,uNhSECqzFXeszatS6,0,1,7,66.791,2.872
3pm,FALSE,1,6,10,CY4xBm23ZM5KKBY6h,mLYACvRN7p3Pjwkm5,1,0,1,66.8,2.881
3pm,FALSE,1,6,1,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,5.459,5.512
3pm,FALSE,1,6,1,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,8.616,8.669
3pm,FALSE,1,6,2,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,13.849,1.381
3pm,FALSE,1,6,2,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,15.817,3.349
3pm,FALSE,1,6,3,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,20.632,1.61
3pm,FALSE,1,6,3,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,21.901,2.879
3pm,FALSE,1,6,4,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,28.232,2.57
3pm,FALSE,1,6,4,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,26.962,1.3
3pm,FALSE,1,6,5,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,35.517,2.153
3pm,FALSE,1,6,5,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,34.596,1.232
3pm,FALSE,1,6,6,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,41.602,1.238
3pm,FALSE,1,6,6,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,42.222,1.858
3pm,FALSE,1,6,7,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,49.608,1.398
3pm,FALSE,1,6,7,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,49.929,1.719
3pm,FALSE,1,6,8,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,55.136,1.953
3pm,FALSE,1,6,8,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,54.768,1.585
3pm,FALSE,1,6,9,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,61.603,1.972
3pm,FALSE,1,6,9,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,62.106,2.475
3pm,FALSE,1,6,10,ie4n9A2by3CCeo3qc,dDovRtfoCyNLTLn7L,1,1,5,68.724,1.771
3pm,FALSE,1,6,10,ie4n9A2by3CCeo3qc,7u66LoLjAZqH5GbfN,1,1,5,69.466,2.513
3pm,FALSE,1,6,1,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,5.468,5.486
3pm,FALSE,1,6,1,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,4.956,4.974
3pm,FALSE,1,6,2,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,11.248,3.286
3pm,FALSE,1,6,2,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,9.253,1.291
3pm,FALSE,1,6,3,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,14.258,1.058
3pm,FALSE,1,6,3,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,14.731,1.531
3pm,FALSE,1,6,4,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,20.152,2.187
3pm,FALSE,1,6,4,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,19.649,1.684
3pm,FALSE,1,6,5,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,24.876,1.289
3pm,FALSE,1,6,5,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,24.804,1.217
3pm,FALSE,1,6,6,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,31.513,3.121
3pm,FALSE,1,6,6,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,29.509,1.117
3pm,FALSE,1,6,7,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,38.021,0.946
3pm,FALSE,1,6,7,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,38.617,1.542
3pm,FALSE,1,6,8,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,44.25,1.478
3pm,FALSE,1,6,8,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,44.251,1.479
3pm,FALSE,1,6,9,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,1,5,49.272,0.946
3pm,FALSE,1,6,9,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,1,1,5,49.981,1.655
3pm,FALSE,1,6,10,ZYmaSvSdpogJTchMb,wcDZ36ubBrqbAckBb,1,0,1,57.522,1.277
3pm,FALSE,1,6,10,ZYmaSvSdpogJTchMb,2JL4pHMmPJRnrcQNh,0,1,7,58.081,1.836
1pm,TRUE,1,6,1,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,6.506,6.537
1pm,FALSE,1,6,1,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,5.694,5.725
1pm,TRUE,1,6,2,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,10.154,3.258
1pm,FALSE,1,6,2,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,8.78,1.884
1pm,TRUE,1,6,3,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,15.138,3.414
1pm,FALSE,1,6,3,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,13.548,1.824
1pm,FALSE,1,6,4,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,19.064,1.175
1pm,TRUE,1,6,4,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,20.148,2.259
1pm,TRUE,1,6,5,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,26.529,3.262
1pm,FALSE,1,6,5,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,23.963,0.696
1pm,FALSE,1,6,6,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,33.521,0.792
1pm,TRUE,1,6,6,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,35.756,3.027
1pm,FALSE,1,6,7,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,41.52,0.91
1pm,TRUE,1,6,7,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,42.788,2.178
1pm,FALSE,1,6,8,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,48.509,0.994
1pm,TRUE,1,6,8,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,50.479,2.964
1pm,FALSE,1,6,9,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,55.677,1.535
1pm,TRUE,1,6,9,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,56.927,2.785
1pm,FALSE,1,6,10,mpfYY7vfRgjb5W3R9,2a5QCF8Wdpx3nzbEc,1,1,5,61.898,1.758
1pm,TRUE,1,6,10,mpfYY7vfRgjb5W3R9,2bqdZ89qdpa8PhJCg,1,1,5,62.96,2.82
1pm,TRUE,1,6,1,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,1,5,8.585,8.603
1pm,TRUE,1,6,1,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,1,5,7.274,7.292
1pm,TRUE,1,6,2,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,1,5,12.225,3.419
1pm,TRUE,1,6,2,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,1,5,13.227,4.421
1pm,TRUE,1,6,3,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,1,5,28.847,12.447
1pm,TRUE,1,6,3,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,1,5,18.09,1.69
1pm,TRUE,1,6,4,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,1,5,34.819,1.273
1pm,TRUE,1,6,4,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,1,5,38.732,5.186
1pm,TRUE,1,6,5,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,1,5,46.549,3.282
1pm,TRUE,1,6,5,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,1,5,45.215,1.948
1pm,TRUE,1,6,6,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,1,5,53.662,2.064
1pm,TRUE,1,6,6,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,1,5,64.83,13.232
1pm,TRUE,1,6,7,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,1,5,71.19,2.378
1pm,TRUE,1,6,7,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,1,5,71.991,3.179
1pm,TRUE,1,6,8,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,1,0,1,76.212,2.392
1pm,TRUE,1,6,8,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,0,1,7,82.093,8.273
1pm,TRUE,1,6,9,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,0,1,7,86.846,4.591
1pm,TRUE,1,6,9,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,0,1,82.999,0.744
1pm,TRUE,1,6,10,3WXMiD6c2eFZgrdH3,uvDQCrGsLGsAKGExf,1,0,1,88.199,1.227
1pm,TRUE,1,6,10,3WXMiD6c2eFZgrdH3,S7DpQTGMB3QHmv3wj,0,1,7,88.462,1.49
1pm,FALSE,1,6,1,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,9.853,9.88
1pm,FALSE,1,6,1,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,6.123,6.15
1pm,FALSE,1,6,2,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,13.47,0.987
1pm,FALSE,1,6,2,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,14.646,2.163
1pm,FALSE,1,6,3,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,20.077,2.952
1pm,FALSE,1,6,3,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,17.864,0.739
1pm,FALSE,1,6,4,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,26.034,2.727
1pm,FALSE,1,6,4,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,26.025,2.718
1pm,FALSE,1,6,5,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,32.943,0.829
1pm,FALSE,1,6,5,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,33.316,1.202
1pm,FALSE,1,6,6,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,38.379,0.955
1pm,FALSE,1,6,6,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,41.024,3.6
1pm,FALSE,1,6,7,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,48.442,2.422
1pm,FALSE,1,6,7,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,47.801,1.781
1pm,FALSE,1,6,8,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,53.649,1.586
1pm,FALSE,1,6,8,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,53.373,1.31
1pm,FALSE,1,6,9,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,58.601,0.932
1pm,FALSE,1,6,9,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,58.97,1.301
1pm,FALSE,1,6,10,v22cDe73RoNDtKiCB,EfbMsx3XqmncstXpH,1,1,5,64.708,1.516
1pm,FALSE,1,6,10,v22cDe73RoNDtKiCB,Yi5onNEa2ZsPrMn2g,1,1,5,64.732,1.54
1pm,TRUE,1,6,1,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,1,1,5,13.741,13.759
1pm,FALSE,1,6,1,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,1,5,7.297,7.315
1pm,FALSE,1,6,2,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,1,5,18.487,1.807
1pm,TRUE,1,6,2,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,1,1,5,19.692,3.012
1pm,TRUE,1,6,3,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,1,1,5,23.66,0.823
1pm,FALSE,1,6,3,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,1,5,25.879,3.042
1pm,FALSE,1,6,4,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,1,5,30.94,0.005
1pm,TRUE,1,6,4,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,1,1,5,30.945,0.01
1pm,TRUE,1,6,5,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,1,1,5,37.669,1.274
1pm,FALSE,1,6,5,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,1,5,37.534,1.139
1pm,FALSE,1,6,6,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,1,5,43.857,1.504
1pm,TRUE,1,6,6,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,1,1,5,43.319,0.966
1pm,TRUE,1,6,7,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,1,1,5,48.913,1.043
1pm,FALSE,1,6,7,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,1,5,49.49,1.62
1pm,FALSE,1,6,8,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,0,1,56.644,3.547
1pm,TRUE,1,6,8,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,0,1,7,55.855,2.758
1pm,FALSE,1,6,9,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,1,0,1,66.695,5.832
1pm,TRUE,1,6,9,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,0,1,7,62.635,1.772
1pm,FALSE,1,6,10,rGYCvWwvZrY7XHbAE,JeZKmXZdRgdiHQaHF,0,0,3,73.505,1.471
1pm,TRUE,1,6,10,rGYCvWwvZrY7XHbAE,JQoqYfm2BMG79MDPf,0,0,3,73.077,1.043
1pm,FALSE,1,6,1,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,5.322,5.339
1pm,FALSE,1,6,1,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,5.166,5.183
1pm,FALSE,1,6,2,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,7.632,1.153
1pm,FALSE,1,6,2,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,7.777,1.298
1pm,FALSE,1,6,3,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,11.02,2.423
1pm,FALSE,1,6,3,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,10.118,1.521
1pm,FALSE,1,6,4,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,13.78,0.868
1pm,FALSE,1,6,4,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,13.947,1.035
1pm,FALSE,1,6,5,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,18.093,0.726
1pm,FALSE,1,6,5,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,18.602,1.235
1pm,FALSE,1,6,6,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,22.495,0.661
1pm,FALSE,1,6,6,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,22.837,1.003
1pm,FALSE,1,6,7,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,30.047,2.612
1pm,FALSE,1,6,7,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,30.045,2.61
1pm,FALSE,1,6,8,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,36.552,1.209
1pm,FALSE,1,6,8,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,36.827,1.484
1pm,FALSE,1,6,9,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,42.866,1.11
1pm,FALSE,1,6,9,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,42.757,1.001
1pm,FALSE,1,6,10,An8Gf4Fc8zAzorDqN,3wby46KA2teqmGccW,1,1,5,47.689,0.876
1pm,FALSE,1,6,10,An8Gf4Fc8zAzorDqN,97traC2z3p5PZ27XX,1,1,5,48.006,1.193
1pm,FALSE,1,6,1,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,6.133,6.15
1pm,FALSE,1,6,1,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,6.436,6.453
1pm,FALSE,1,6,2,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,8.449,1.844
1pm,FALSE,1,6,2,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,7.666,1.061
1pm,FALSE,1,6,3,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,12.372,1.547
1pm,FALSE,1,6,3,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,12.483,1.658
1pm,FALSE,1,6,4,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,16.447,1.066
1pm,FALSE,1,6,4,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,16.528,1.147
1pm,FALSE,1,6,5,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,21.202,1.025
1pm,FALSE,1,6,5,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,21.255,1.078
1pm,FALSE,1,6,6,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,27.084,0.847
1pm,FALSE,1,6,6,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,27.352,1.115
1pm,FALSE,1,6,7,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,34.883,2.842
1pm,FALSE,1,6,7,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,33.435,1.394
1pm,FALSE,1,6,8,Jpqgw4hwnWo5vKW32,9oMznuhqogksvbTty,1,1,5,41.51,1.353
1pm,FALSE,1,6,8,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,41.484,1.327
1pm,FALSE,1,6,9,Jpqgw4hwnWo5vKW32,RzxX5wdD5d7CAaYjT,1,1,5,47.671,1.601
