session,dropout,day,game,round,gameId,player,action,opp_action,payoff,total_time,time
3pm,FALSE,1,13,4,z8WxijudJpdQSS483,ZDsXeXNyYGrPrWv85,1,1,5,51.855,8.097
3pm,FALSE,1,13,5,z8WxijudJpdQSS483,ZDsXeXNyYGrPrWv85,1,1,5,59.416,1.173
3pm,FALSE,1,13,5,z8WxijudJpdQSS483,tzL2T9dTkXA87Wgjj,1,1,5,60.1,1.857
3pm,FALSE,1,13,6,z8WxijudJpdQSS483,ZDsXeXNyYGrPrWv85,1,1,5,65.753,1.752
3pm,FALSE,1,13,6,z8WxijudJpdQSS483,tzL2T9dTkXA87Wgjj,1,1,5,67.694,3.693
3pm,FALSE,1,13,7,z8WxijudJpdQSS483,tzL2T9dTkXA87Wgjj,1,1,5,71.02,1.456
3pm,FALSE,1,13,7,z8WxijudJpdQSS483,ZDsXeXNyYGrPrWv85,1,1,5,71,1.436
3pm,FALSE,1,13,8,z8WxijudJpdQSS483,ZDsXeXNyYGrPrWv85,1,1,5,77.02,2.904
3pm,FALSE,1,13,8,z8WxijudJpdQSS483,tzL2T9dTkXA87Wgjj,1,1,5,75.73,1.614
3pm,FALSE,1,13,9,z8WxijudJpdQSS483,ZDsXeXNyYGrPrWv85,0,1,7,81.021,2.296
3pm,FALSE,1,13,9,z8WxijudJpdQSS483,tzL2T9dTkXA87Wgjj,1,0,1,80.724,1.999
3pm,FALSE,1,13,10,z8WxijudJpdQSS483,tzL2T9dTkXA87Wgjj,0,0,3,85.3,2.417
3pm,FALSE,1,13,10,z8WxijudJpdQSS483,ZDsXeXNyYGrPrWv85,0,0,3,84.743,1.86
3pm,TRUE,1,13,1,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,18.951,18.966
3pm,FALSE,1,13,1,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,11.112,11.127
3pm,TRUE,1,13,2,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,27.363,4.536
3pm,FALSE,1,13,2,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,26.853,4.026
3pm,FALSE,1,13,3,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,35.621,2.974
3pm,TRUE,1,13,3,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,37.212,4.565
3pm,TRUE,1,13,4,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,53.445,11.292
3pm,FALSE,1,13,4,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,44.931,2.778
3pm,TRUE,1,13,5,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,68.284,9.933
3pm,FALSE,1,13,5,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,64.13,5.779
3pm,FALSE,1,13,6,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,75.431,2.783
3pm,TRUE,1,13,6,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,75,2.352
3pm,FALSE,1,13,7,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,87.651,10.164
3pm,TRUE,1,13,7,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,80.566,3.079
3pm,FALSE,1,13,8,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,1,5,98.347,10.572
3pm,TRUE,1,13,8,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,1,1,5,96.614,8.839
3pm,TRUE,1,13,9,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,0,1,7,102.989,4.523
3pm,FALSE,1,13,9,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,1,0,1,102.516,4.05
3pm,TRUE,1,13,10,W6ABqtgHGFTpypEM3,HcEWQutubZqAdwxt5,0,0,3,106.924,3.803
3pm,FALSE,1,13,10,W6ABqtgHGFTpypEM3,fHYdRD9XuSDiDhZek,0,0,3,104.525,1.404
3pm,FALSE,1,13,1,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,1,5,9.058,9.076
3pm,FALSE,1,13,1,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,1,1,5,6.684,6.702
3pm,FALSE,1,13,2,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,1,5,22.22,10.413
3pm,FALSE,1,13,2,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,1,1,5,13.262,1.455
3pm,FALSE,1,13,3,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,1,5,29.887,2.637
3pm,FALSE,1,13,3,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,1,1,5,28.377,1.127
3pm,FALSE,1,13,4,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,1,1,5,36.734,1.551
3pm,FALSE,1,13,4,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,1,5,38.344,3.161
3pm,FALSE,1,13,5,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,1,5,45.596,2.962
3pm,FALSE,1,13,5,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,1,1,5,43.511,0.877
3pm,FALSE,1,13,6,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,0,1,7,50.61,1.763
3pm,FALSE,1,13,6,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,0,1,52.196,3.349
3pm,FALSE,1,13,7,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,0,1,7,58.242,0.885
3pm,FALSE,1,13,7,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,0,1,59.839,2.482
3pm,FALSE,1,13,8,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,0,1,7,64.021,0.91
3pm,FALSE,1,13,8,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,0,1,66.678,3.567
3pm,FALSE,1,13,9,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,1,0,1,70.632,2.197
3pm,FALSE,1,13,9,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,0,1,7,69.722,1.287
3pm,FALSE,1,13,10,TDSPeMTnAdTJHM2pX,PdrT7m7MtTSSHxGce,0,0,3,76.677,3.227
3pm,FALSE,1,13,10,TDSPeMTnAdTJHM2pX,6LhxgMZpkBtWu5S2E,0,0,3,74.705,1.255
3pm,FALSE,1,13,1,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,1,0,1,7.158,7.178
3pm,FALSE,1,13,1,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,1,7,8.264,8.284
3pm,FALSE,1,13,2,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,11.524,2.796
3pm,FALSE,1,13,2,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,12.794,4.066
3pm,FALSE,1,13,3,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,17.026,2.509
3pm,FALSE,1,13,3,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,18.116,3.599
3pm,FALSE,1,13,4,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,23.14,1.053
3pm,FALSE,1,13,4,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,23.868,1.781
3pm,FALSE,1,13,5,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,33.35,5.038
3pm,FALSE,1,13,5,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,30.281,1.969
3pm,FALSE,1,13,6,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,40.178,2.334
3pm,FALSE,1,13,6,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,40.404,2.56
3pm,FALSE,1,13,7,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,47.731,1.212
3pm,FALSE,1,13,7,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,48.187,1.668
3pm,FALSE,1,13,8,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,54.708,2.191
3pm,FALSE,1,13,8,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,54.529,2.012
3pm,FALSE,1,13,9,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,60.274,1.423
3pm,FALSE,1,13,9,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,60.349,1.498
3pm,FALSE,1,13,10,3YFHZ74pvyzrraMq4,bgeGZacDPCTYTS5nc,0,0,3,65.552,1.999
3pm,FALSE,1,13,10,3YFHZ74pvyzrraMq4,Ra7AoE9MgzhRNNyqm,0,0,3,64.775,1.222
3pm,FALSE,1,13,1,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,6.488,6.512
3pm,FALSE,1,13,1,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,7.179,7.203
3pm,FALSE,1,13,2,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,9.653,1.576
3pm,FALSE,1,13,2,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,9.168,1.091
3pm,FALSE,1,13,3,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,13.19,0.85
3pm,FALSE,1,13,3,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,13.377,1.037
3pm,FALSE,1,13,4,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,17.734,0.925
3pm,FALSE,1,13,4,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,17.525,0.716
3pm,FALSE,1,13,5,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,23.376,1.758
3pm,FALSE,1,13,5,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,22.609,0.991
3pm,FALSE,1,13,6,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,29.482,1.893
3pm,FALSE,1,13,6,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,29.485,1.896
3pm,FALSE,1,13,7,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,34.61,1.069
3pm,FALSE,1,13,7,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,34.838,1.297
3pm,FALSE,1,13,8,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,42.168,2.518
3pm,FALSE,1,13,8,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,41.592,1.942
3pm,FALSE,1,13,9,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,47.858,1.044
3pm,FALSE,1,13,9,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,48.021,1.207
3pm,FALSE,1,13,10,PFtmFxrvGNrdHMnnB,KMjaB4v47Fwffqriy,1,1,5,53.712,1.236
3pm,FALSE,1,13,10,PFtmFxrvGNrdHMnnB,iCjN4ff8vv8bLuF7b,1,1,5,53.743,1.267
3pm,TRUE,1,13,1,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,1,1,5,7.835,7.845
3pm,TRUE,1,13,1,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,1,1,5,6.999,7.009
3pm,TRUE,1,13,2,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,1,1,5,10.188,1.912
3pm,TRUE,1,13,2,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,1,1,5,10.257,1.981
3pm,TRUE,1,13,3,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,1,1,5,14.399,1.257
3pm,TRUE,1,13,3,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,1,1,5,14.996,1.854
3pm,TRUE,1,13,4,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,1,0,1,19.769,1.471
3pm,TRUE,1,13,4,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,0,1,7,19.733,1.435
3pm,TRUE,1,13,5,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,0,0,3,28.012,3.162
3pm,TRUE,1,13,5,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,0,0,3,26.518,1.668
3pm,TRUE,1,13,6,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,0,0,3,34.046,1.25
3pm,TRUE,1,13,6,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,0,0,3,35.123,2.327
3pm,TRUE,1,13,7,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,0,0,3,42.459,2.074
3pm,TRUE,1,13,7,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,0,0,3,41.968,1.583
3pm,TRUE,1,13,8,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,0,0,3,52.552,5.761
3pm,TRUE,1,13,8,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,0,0,3,48.334,1.543
3pm,TRUE,1,13,9,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,0,0,3,58.591,1.208
3pm,TRUE,1,13,9,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,0,0,3,59.345,1.962
3pm,TRUE,1,13,10,Y4Kw9ZLzub9CHjHZ3,4TKR4fMe232m8KrRp,0,0,3,94.135,31.383
3pm,TRUE,1,13,10,Y4Kw9ZLzub9CHjHZ3,EAYCNB3JPXofxdCgd,0,0,3,66.186,3.434
3pm,FALSE,1,13,1,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,6.437,6.463
3pm,FALSE,1,13,1,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,6.223,6.249
3pm,FALSE,1,13,2,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,9.029,1.503
3pm,FALSE,1,13,2,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,9.031,1.505
3pm,FALSE,1,13,3,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,12.571,0.987
3pm,FALSE,1,13,3,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,12.438,0.854
3pm,FALSE,1,13,4,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,16.951,0.798
3pm,FALSE,1,13,4,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,17.203,1.05
3pm,FALSE,1,13,5,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,21.984,0.963
3pm,FALSE,1,13,5,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,21.997,0.976
3pm,FALSE,1,13,6,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,27.316,0.596
3pm,FALSE,1,13,6,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,27.607,0.887
3pm,FALSE,1,13,7,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,33.238,0.832
3pm,FALSE,1,13,7,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,33.221,0.815
3pm,FALSE,1,13,8,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,39.046,1.562
3pm,FALSE,1,13,8,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,38.339,0.855
3pm,FALSE,1,13,9,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,1,1,5,44.044,1.439
3pm,FALSE,1,13,9,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,1,5,44.043,1.438
3pm,FALSE,1,13,10,j9YcARBteKcS6cjMa,MS7JQFicG4pNdGyq8,0,1,7,48.229,1.065
3pm,FALSE,1,13,10,j9YcARBteKcS6cjMa,ofwCnJt6LSqif3AH3,1,0,1,48.369,1.205
3pm,FALSE,1,13,1,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,1,5,6.842,6.861
3pm,TRUE,1,13,1,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,1,5,6.283,6.302
3pm,FALSE,1,13,2,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,1,5,9.13,1.293
3pm,TRUE,1,13,2,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,1,5,11.35,3.513
3pm,TRUE,1,13,3,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,1,5,14.243,1.029
3pm,FALSE,1,13,3,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,1,5,14.06,0.846
3pm,TRUE,1,13,4,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,1,5,19.214,1.68
3pm,FALSE,1,13,4,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,1,5,19.261,1.727
3pm,TRUE,1,13,5,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,1,5,24.103,0.218
3pm,FALSE,1,13,5,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,1,5,26.842,2.957
3pm,FALSE,1,13,6,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,1,5,33.317,1.433
3pm,TRUE,1,13,6,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,1,5,33.049,1.165
3pm,FALSE,1,13,7,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,1,5,39.578,1.812
3pm,TRUE,1,13,7,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,1,5,39.028,1.262
3pm,FALSE,1,13,8,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,0,1,7,46.709,2.309
3pm,TRUE,1,13,8,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,0,1,46.368,1.968
3pm,FALSE,1,13,9,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,1,0,1,52.275,2.265
3pm,TRUE,1,13,9,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,0,1,7,53.124,3.114
3pm,FALSE,1,13,10,wPwBB7je8p7rm8Apn,2JL4pHMmPJRnrcQNh,0,1,7,60.87,3.395
3pm,TRUE,1,13,10,wPwBB7je8p7rm8Apn,vnPdHD2rfeQuDRy4r,1,0,1,60.355,2.88
3pm,TRUE,1,13,1,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,0,1,7,15.501,15.524
3pm,FALSE,1,13,1,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,1,0,1,5.444,5.467
3pm,TRUE,1,13,2,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,1,1,5,19.954,1.988
3pm,FALSE,1,13,2,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,1,1,5,18.559,0.593
3pm,FALSE,1,13,3,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,1,0,1,28.122,2.843
3pm,TRUE,1,13,3,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,0,1,7,27.063,1.784
3pm,TRUE,1,13,4,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,1,0,1,35.165,2.185
3pm,FALSE,1,13,4,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,0,1,7,37.224,4.244
3pm,FALSE,1,13,5,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,0,1,7,43.109,1.961
3pm,TRUE,1,13,5,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,1,0,1,43.156,2.008
3pm,TRUE,1,13,6,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,0,0,3,47.988,1.635
3pm,FALSE,1,13,6,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,0,0,3,47.979,1.626
3pm,FALSE,1,13,7,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,0,0,3,53.536,1.749
3pm,TRUE,1,13,7,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,0,0,3,54.958,3.171
3pm,FALSE,1,13,8,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,0,0,3,63.562,2.796
3pm,TRUE,1,13,8,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,0,0,3,61.817,1.051
3pm,TRUE,1,13,9,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,0,0,3,67.177,0.9
3pm,FALSE,1,13,9,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,0,0,3,68.66,2.383
3pm,FALSE,1,13,10,fu8PWoNKivhwfrCaE,8MA6Hc3GAcbHz3R6A,0,0,3,73.449,1.952
3pm,TRUE,1,13,10,fu8PWoNKivhwfrCaE,JTbimyxH8iS7Mr394,0,0,3,72.171,0.674
3pm,FALSE,1,13,1,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,5.816,5.834
3pm,FALSE,1,13,1,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,7.316,7.334
3pm,FALSE,1,13,2,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,12.091,1.391
3pm,FALSE,1,13,2,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,12.178,1.478
3pm,FALSE,1,13,3,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,18.396,2.998
3pm,FALSE,1,13,3,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,17.811,2.413
3pm,FALSE,1,13,4,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,24.953,1.08
3pm,FALSE,1,13,4,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,25.886,2.013
3pm,FALSE,1,13,5,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,34.856,3.918
3pm,FALSE,1,13,5,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,31.792,0.854
3pm,FALSE,1,13,6,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,41.292,1.307
3pm,FALSE,1,13,6,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,44.983,4.998
3pm,FALSE,1,13,7,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,50.123,1.323
3pm,FALSE,1,13,7,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,52.818,4.018
3pm,FALSE,1,13,8,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,57.967,1.081
3pm,FALSE,1,13,8,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,58.818,1.932
3pm,FALSE,1,13,9,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,63.172,1.217
3pm,FALSE,1,13,9,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,67.022,5.067
3pm,FALSE,1,13,10,dapQ6q7Jhw9kjdxdT,tC6Zy7o6EXbD8Q3ya,1,1,5,73.151,2.31
3pm,FALSE,1,13,10,dapQ6q7Jhw9kjdxdT,oEPKyQk6nXhA4FF2X,1,1,5,72.327,1.486
3pm,FALSE,1,13,1,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,8.265,8.284
3pm,FALSE,1,13,1,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,6.884,6.903
3pm,FALSE,1,13,2,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,15.443,3.707
3pm,FALSE,1,13,2,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,12.983,1.247
3pm,FALSE,1,13,3,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,20.109,1.261
3pm,FALSE,1,13,3,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,20.03,1.182
3pm,FALSE,1,13,4,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,26.041,0.961
3pm,FALSE,1,13,4,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,26.319,1.239
3pm,FALSE,1,13,5,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,32.658,1.524
3pm,FALSE,1,13,5,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,32.385,1.251
3pm,FALSE,1,13,6,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,37.8,1.133
3pm,FALSE,1,13,6,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,38.606,1.939
3pm,FALSE,1,13,7,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,46.246,1.432
3pm,FALSE,1,13,7,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,46.163,1.349
3pm,FALSE,1,13,8,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,51.6,1.617
3pm,FALSE,1,13,8,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,52.65,2.667
3pm,FALSE,1,13,9,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,1,1,5,58.122,1.536
3pm,FALSE,1,13,9,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,1,5,59.688,3.102
3pm,FALSE,1,13,10,2TGj3Kt9sa5K4eL3b,WCs6DEo3ieusQdkRB,1,0,1,65.384,2.165
3pm,FALSE,1,13,10,2TGj3Kt9sa5K4eL3b,GSk5nyr98hHRBRmX6,0,1,7,65.906,2.687
3pm,FALSE,1,13,1,JuEQLmZ8NkPJEM9JP,aWrQZTZhJncc26wvP,1,1,5,6.903,6.921
3pm,FALSE,1,13,1,JuEQLmZ8NkPJEM9JP,fgBYMQdNMmzDawQRF,1,1,5,6.218,6.236
3pm,FALSE,1,13,2,JuEQLmZ8NkPJEM9JP,aWrQZTZhJncc26wvP,1,1,5,11.208,1.126
3pm,FALSE,1,13,2,JuEQLmZ8NkPJEM9JP,fgBYMQdNMmzDawQRF,1,1,5,12.843,2.761
