,session,dropout,day,game,round,gameId,player,action,opp_action,payoff,total_time,time
338242,3pm,False,19,1,1,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,17.671,17.699
338243,3pm,False,19,1,1,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,4.497,4.525
338244,3pm,False,19,1,2,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,22.776999999999997,2.0380000000000003
338245,3pm,False,19,1,2,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,24.498,3.759
338246,3pm,False,19,1,3,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,32.458,4.4910000000000005
338247,3pm,False,19,1,3,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,35.28,7.313
338248,3pm,False,19,1,4,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,40.516,1.841
338249,3pm,False,19,1,4,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,40.285,1.61
338250,3pm,False,19,1,5,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,58.50899999999999,14.935
338251,3pm,False,19,1,5,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,44.641999999999996,1.068
338252,3pm,False,19,1,6,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,79.627,16.652
338253,3pm,False,19,1,6,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,64.211,1.236
338254,3pm,False,19,1,7,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,82.001,1.936
338255,3pm,False,19,1,7,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,83.24700000000001,3.182
338256,3pm,False,19,1,8,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,1,1,5,85.822,2.449
338257,3pm,False,19,1,8,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,1,5,85.274,1.901
338258,3pm,False,19,1,9,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,1,0,1,87.462,0.945
338259,3pm,False,19,1,9,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,0,1,7,87.92200000000001,1.405
338260,3pm,False,19,1,10,a6NeRXFvJHdDq6prc,E6zukoQyB4Sd8KNLo,0,0,3,89.069,1.0270000000000001
338261,3pm,False,19,1,10,a6NeRXFvJHdDq6prc,uzwvxb7zCWwhaevZE,0,0,3,89.51700000000001,1.475
338262,3pm,False,19,1,1,qtDLJd6jHp88GFfxM,B4byWhnSTJxLvFfkx,1,1,5,8.177999999999999,8.196
338263,3pm,False,19,1,1,qtDLJd6jHp88GFfxM,mLYACvRN7p3Pjwkm5,1,1,5,4.819,4.837
338264,3pm,False,19,1,2,qtDLJd6jHp88GFfxM,mLYACvRN7p3Pjwkm5,1,1,5,10.207,1.775
338265,3pm,False,19,1,2,qtDLJd6jHp88GFfxM,B4byWhnSTJxLvFfkx,1,1,5,15.609000000000002,7.1770000000000005
338266,3pm,False,19,1,3,qtDLJd6jHp88GFfxM,mLYACvRN7p3Pjwkm5,1,1,5,20.169,1.7519999999999998
338267,3pm,False,19,1,3,qtDLJd6jHp88GFfxM,B4byWhnSTJxLvFfkx,1,1,5,19.761,1.344
338268,3pm,False,19,1,4,qtDLJd6jHp88GFfxM,B4byWhnSTJxLvFfkx,1,1,5,24.329,1.217
338269,3pm,False,19,1,4,qtDLJd6jHp88GFfxM,mLYACvRN7p3Pjwkm5,1,1,5,26.355,3.2430000000000003
338270,3pm,False,19,1,5,qtDLJd6jHp88GFfxM,mLYACvRN7p3Pjwkm5,1,1,5,31.64,1.443
338271,3pm,False,19,1,5,qtDLJd6jHp88GFfxM,B4byWhnSTJxLvFfkx,1,1,5,31.340999999999998,1.1440000000000001
338272,3pm,False,19,1,6,qtDLJd6jHp88GFfxM,mLYACvRN7p3Pjwkm5,1,1,5,39.313,3.862
338273,3pm,False,19,1,6,qtDLJd6jHp88GFfxM,B4byWhnSTJxLvFfkx,1,1,5,36.704,1.253
338274,3pm,False,19,1,7,qtDLJd6jHp88GFfxM,mLYACvRN7p3Pjwkm5,1,1,5,46.348,3.495
