,session,dropout,day,game,round,gameId,player,action,opp_action,payoff,total_time,time
58198,3pm,False,4,1,1,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,1,0,1,6.142,6.17
58199,3pm,False,4,1,1,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,0,1,7,12.589,12.617
58200,3pm,False,4,1,2,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,1,1,5,18.394000000000002,4.203
58201,3pm,False,4,1,2,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,1,1,5,19.219,5.0280000000000005
58202,3pm,False,4,1,3,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,1,1,5,25.754,2.986
58203,3pm,False,4,1,3,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,1,1,5,24.451999999999998,1.6840000000000002
58204,3pm,False,4,1,4,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,1,0,1,30.333000000000002,1.851
58205,3pm,False,4,1,4,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,0,1,7,30.074,1.5919999999999999
58206,3pm,False,4,1,5,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,0,1,7,38.273,4.571000000000001
58207,3pm,False,4,1,5,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,1,0,1,35.088,1.386
58208,3pm,False,4,1,6,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,0,1,7,42.326,1.255
58209,3pm,False,4,1,6,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,1,0,1,48.821000000000005,7.75
58210,3pm,False,4,1,7,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,0,0,3,53.872,1.19
58211,3pm,False,4,1,7,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,0,0,3,54.115,1.433
58212,3pm,False,4,1,8,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,0,1,7,59.063,1.72
58213,3pm,False,4,1,8,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,1,0,1,58.728,1.385
58214,3pm,False,4,1,9,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,0,0,3,61.85,1.5959999999999999
58215,3pm,False,4,1,9,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,0,0,3,62.513999999999996,2.26
58216,3pm,False,4,1,10,YEdmoN57QAdktiwYC,WCs6DEo3ieusQdkRB,0,0,3,64.277,1.636
58217,3pm,False,4,1,10,YEdmoN57QAdktiwYC,C3pmKynLhdJMGdwf9,0,0,3,69.315,6.6739999999999995
58218,3pm,False,4,1,1,92kddkacQfJYxbA2s,8MA6Hc3GAcbHz3R6A,1,1,5,10.243,10.269
58219,3pm,False,4,1,1,92kddkacQfJYxbA2s,E6zukoQyB4Sd8KNLo,1,1,5,10.356,10.382
58220,3pm,False,4,1,2,92kddkacQfJYxbA2s,8MA6Hc3GAcbHz3R6A,1,1,5,13.011,0.765
58221,3pm,False,4,1,2,92kddkacQfJYxbA2s,E6zukoQyB4Sd8KNLo,1,1,5,12.954,0.708
